 0.00000000000000000000000e+00	 0.00000000000000000000000e+00	 1.00000000000000000000000e+00
 3.44880577335118024273619e-02	 1.66085732564279844880595e-02	 9.99267096009948563306580e-01
 8.51784683200787137713483e-03	 3.73191253540410758371415e-02	 9.99267096009948563306580e-01
-2.38664764664085447820607e-02	 2.99276148886366381851598e-02	 9.99267096009948563306580e-01
-3.82788561982222511059781e-02	 4.68780787181747050120401e-18	 9.99267096009948563306580e-01
-2.38664764664085517209546e-02	-2.99276148886366312462659e-02	 9.99267096009948563306580e-01
 8.51784683200786270351745e-03	-3.73191253540410758371415e-02	 9.99267096009948563306580e-01
 3.44880577335117954884680e-02	-1.66085732564279948964003e-02	 9.99267096009948563306580e-01
 7.38855106023163232809026e-02	 5.10962076628163064384580e-03	 9.97253640303538801958894e-01
 6.30478114008379830757178e-02	 3.88606533514888052849301e-02	 9.97253640303538801958894e-01
 3.77666184159219792126905e-02	 6.37091785755110606714879e-02	 9.97253640303538801958894e-01
 3.83354828900924057485944e-03	 7.39626987667165169959560e-02	 9.97253640303538801958894e-01
-3.09777415516505269521552e-02	 6.72722560176136630261112e-02	 9.97253640303538801958894e-01
-5.86924041250826769577920e-02	 4.51705501334463688234422e-02	 9.97253640303538801958894e-01
-7.29613442336050355141452e-02	 1.27208155778473323838096e-02	 9.97253640303538801958894e-01
-7.05157196577246708768527e-02	-2.26431045241900774644961e-02	 9.97253640303538801958894e-01
-5.19157935148046034701252e-02	-5.28197622587264700722010e-02	 9.97253640303538801958894e-01
-2.14225847307783871797948e-02	-7.08960490069286825010053e-02	 9.97253640303538801958894e-01
 1.39782800449360384426045e-02	-7.27309053176540404317407e-02	 9.97253640303538801958894e-01
 4.61768893188918908010443e-02	-5.79039877225310042896389e-02	 9.97253640303538801958894e-01
 6.77969297417322508403359e-02	-2.98119643588750163343271e-02	 9.97253640303538801958894e-01
 1.08639781391762627049680e-01	-7.71145215242121859211544e-03	 9.94051272020136322815631e-01
 1.05257282795605339176248e-01	 2.79816549481087459283479e-02	 9.94051272020136322815631e-01
 9.04685243735235955497842e-02	 6.06425155548994399001828e-02	 9.94051272020136322815631e-01
 6.58760975717801178230815e-02	 8.67318186357369097505554e-02	 9.94051272020136322815631e-01
 3.41449734251622893932421e-02	 1.03422383384565330644023e-01	 9.94051272020136322815631e-01
-1.28628840592317854850390e-03	 1.08905528130053358415452e-01	 9.94051272020136322815631e-01
-3.65781609294057313830351e-02	 1.02587069059270577509047e-01	 9.94051272020136322815631e-01
-6.79062221475418975602523e-02	 8.51517092535302305700284e-02	 9.94051272020136322815631e-01
-9.18755905223914842716582e-02	 5.84888404852661122901303e-02	 9.94051272020136322815631e-01
-1.05888813067468570694452e-01	 2.54877983025555317209143e-02	 9.94051272020136322815631e-01
-1.08427339682463055869910e-01	-1.02752423101757119072719e-02	 9.94051272020136322815631e-01
-9.92160816193413813701696e-02	-4.49248009817878116156642e-02	 9.94051272020136322815631e-01
-7.92532216166379060995340e-02	-7.47060603869132838772416e-02	 9.94051272020136322815631e-01
-5.07020453113338764872253e-02	-9.63917589651548112339441e-02	 9.94051272020136322815631e-01
-1.66565156732549381202180e-02	-1.07631914787277044309732e-01	 9.94051272020136322815631e-01
 1.91940058904913023185568e-02	-1.07208482560965476237946e-01	 9.94051272020136322815631e-01
 5.29645590903153606898712e-02	-9.51673477381688309728602e-02	 9.94051272020136322815631e-01
 8.09955804828932507399841e-02	-7.28133541143945461904252e-02	 9.94051272020136322815631e-01
 1.00249473954228368599573e-01	-4.25689037567276370999103e-02	 9.94051272020136322815631e-01
 1.42418937098558795462111e-01	-2.20399614987696404466710e-02	 9.89561057465808691091524e-01
 1.43555009649311504649205e-01	 1.26835622652538993621052e-02	 9.89561057465808691091524e-01
 1.36348186840475116277105e-01	 4.66699634932938312026351e-02	 9.89561057465808691091524e-01
 1.21217303017964156408581e-01	 7.79440760815185429422058e-02	 9.89561057465808691091524e-01
 9.90417101510179670453837e-02	 1.04688362283074418157547e-01	 9.89561057465808691091524e-01
 7.11101730920632030263917e-02	 1.25348541395451845703590e-01	 9.89561057465808691091524e-01
 3.90459712479600332124541e-02	 1.38723918905335030782311e-01	 9.89561057465808691091524e-01
 4.71255948125617191157843e-03	 1.44037166489368706479013e-01	 9.89561057465808691091524e-01
-2.98947291130415501725359e-02	 1.40979497510837936680161e-01	 9.89561057465808691091524e-01
-6.27646447142084368264747e-02	 1.29728612576600399464155e-01	 9.89561057465808691091524e-01
-9.19869073047862029213206e-02	 1.10938372223731332444352e-01	 9.89561057465808691091524e-01
-1.15863225201613573300818e-01	 8.57007969217945531070768e-02	 9.89561057465808691091524e-01
-1.33005993595411015073537e-01	 5.54826028124850642586630e-02	 9.89561057465808691091524e-01
-1.42418937098558767706535e-01	 2.20399614987697479995266e-02	 9.89561057465808691091524e-01
-1.43555009649311504649205e-01	-1.26835622652538820148704e-02	 9.89561057465808691091524e-01
-1.36348186840475171788256e-01	-4.66699634932936993636510e-02	 9.89561057465808691091524e-01
-1.21217303017964156408581e-01	-7.79440760815185151866302e-02	 9.89561057465808691091524e-01
-9.90417101510179670453837e-02	-1.04688362283074404279759e-01	 9.89561057465808691091524e-01
-7.11101730920633279264820e-02	-1.25348541395451762436863e-01	 9.89561057465808691091524e-01
