  0.00000000000000000000e+00	 -5.24844538490570755584e+00	 -1.01922219905369217940e+01	 -1.48222566052118054358e+01	 -1.91300565360225220957e+01
  0.00000000000000000000e+00	 -1.01653729848246570100e+01	 -1.93194697499982908084e+01	 -2.75502153851388413841e+01	 -3.49368290840787238949e+01
  0.00000000000000000000e+00	 -9.66380658256345270729e+00	 -1.85132903449398042994e+01	 -2.65998737207421385165e+01	 -3.39707955733548558896e+01
  0.00000000000000000000e+00	 -4.01312891260857895759e+00	 -7.84496448843941607265e+00	 -1.15010060197843415608e+01	 -1.49854196109529311798e+01
  0.00000000000000000000e+00	 -6.11662172643652013448e+00	 -1.20035410108041133981e+01	 -1.76617103846055840677e+01	 -2.30882077818168625072e+01
  0.00000000000000000000e+00	 -2.79422513256436388929e+00	 -5.52863452808219335566e+00	 -8.20748747011352008940e+00	 -1.08346317771226523519e+01
  0.00000000000000000000e+00	  1.56901552746711558939e+00	  3.36349110105803106308e+00	  5.36661078851463457795e+00	  7.56529390957014413743e+00
  0.00000000000000000000e+00	 -6.71875018752750463591e+00	 -1.29195668361875561914e+01	 -1.86034928574884190766e+01	 -2.37741353170735294498e+01
  0.00000000000000000000e+00	 -4.56869225395807632140e+00	 -8.85097215247989765885e+00	 -1.28324139592773178720e+01	 -1.64834903223237319025e+01
  0.00000000000000000000e+00	  2.45908148838285001148e+00	  5.20208555352313339881e+00	  8.21899015484262918108e+00	  1.15053275704486139830e+01
  0.00000000000000000000e+00	 -1.50879737375657612120e+01	 -2.79846732684084145149e+01	 -3.88529139324165910807e+01	 -4.78556517550865692101e+01
  0.00000000000000000000e+00	 -9.22383522257494803398e+00	 -1.79433119048717344413e+01	 -2.60556069848154692181e+01	 -3.34631116760317723902e+01
  0.00000000000000000000e+00	  8.10517368069638166617e+00	  1.72532778157252835172e+01	  2.74931397942893482877e+01	  3.88731252917934142488e+01
  0.00000000000000000000e+00	  3.88784791582880018268e+00	  8.08552206353331825994e+00	  1.26145335300207221962e+01	  1.74969377050674808061e+01
  0.00000000000000000000e+00	  3.66828551559454751896e+00	  7.61744491108386512224e+00	  1.18983006852224661998e+01	  1.65729952835737179839e+01
  0.00000000000000000000e+00	  1.23546132667644315006e+00	  2.67335503693414011650e+00	  4.27795028078253380954e+00	  6.01556989519731644123e+00
  0.00000000000000000000e+00	 -8.03286953665043768069e+00	 -1.54576508333699251807e+01	 -2.23088138212176971820e+01	 -2.86184577226785847870e+01
  0.00000000000000000000e+00	 -5.02153051897833790918e+00	 -9.82998644846053082347e+00	 -1.44380854823678816956e+01	 -1.88571851693858008048e+01
  0.00000000000000000000e+00	 -1.25903548315844631134e+01	 -2.35862184205293488048e+01	 -3.31367591346809930997e+01	 -4.13871344376538488063e+01
  0.00000000000000000000e+00	  1.80724534421969451614e+00	  3.30981851149667249956e+00	  4.46964560209600847429e+00	  5.24875769900954480818e+00
  0.00000000000000000000e+00	  3.03145419959112416564e+00	  6.50647305414454990569e+00	  1.03886584553025613786e+01	  1.46428295149497671446e+01
  0.00000000000000000000e+00	 -1.43507441393946919561e+01	 -2.64955282374821763369e+01	 -3.66011367736667807549e+01	 -4.48563239276049756654e+01
  0.00000000000000000000e+00	 -1.07634253962317245623e+01	 -2.04335576889150871693e+01	 -2.90240734887283480248e+01	 -3.65499378066222888606e+01
  0.00000000000000000000e+00	 -3.15710748514305805656e-01	 -5.27819960208120164680e-01	 -6.34332804559406326916e-01	 -6.30210627822506808116e-01
  0.00000000000000000000e+00	 -1.58477695085169045797e+00	 -3.17296290821026616413e+00	 -4.77700707129255874861e+00	 -6.40944317281730491231e+00
  0.00000000000000000000e+00	 -4.43252157928623091721e+00	 -8.66396088347218551462e+00	 -1.27043375053882954262e+01	 -1.65630395624415172051e+01
  0.00000000000000000000e+00	 -6.41315060978807593983e+00	 -1.25316145252270416677e+01	 -1.83715625169236034253e+01	 -2.39474723395006776627e+01
  0.00000000000000000000e+00	  5.47085924231303977194e+00	  1.09768013299161566465e+01	  1.65196419197434209991e+01	  2.21011935548457074674e+01
  0.00000000000000000000e+00	 -1.11141176766557236988e+00	 -2.19967376428239447250e+00	 -3.26911648989285197331e+00	 -4.32322528129412830822e+00
  0.00000000000000000000e+00	  1.46838023798126329211e+01	  3.13643845676759838170e+01	  5.01837190918116817784e+01	  7.12827912782823744919e+01
  0.00000000000000000000e+00	  1.16942154683070640431e+01	  2.48827890422008550786e+01	  3.96709614825046372744e+01	  5.61629492641382199736e+01
  0.00000000000000000000e+00	  4.25460677690465161049e+00	  8.71534234610035696278e+00	  1.33651881808527122075e+01	  1.81943920876070137638e+01
  0.00000000000000000000e+00	 -5.48859563841119779681e+00	 -1.07666247675460908795e+01	 -1.57520609859728892843e+01	 -2.03656226484702216339e+01
  0.00000000000000000000e+00	 -1.68030285700200465726e+00	 -3.16610990529291314033e+00	 -4.39137097479577676040e+00	 -5.28922799711732238848e+00
  0.00000000000000000000e+00	  3.41708417303956935029e+00	  7.15719584596814684119e+00	  1.12591606811548246014e+01	  1.57831989628701592210e+01
  0.00000000000000000000e+00	  1.21943243941922929707e+01	  2.59114749255622882629e+01	  4.12310285806241978435e+01	  5.82364517655352500469e+01
