  0.00000000000000000000e+00	  0.00000000000000000000e+00	  0.00000000000000000000e+00	  0.00000000000000000000e+00	  0.00000000000000000000e+00	  0.00000000000000000000e+00	  0.00000000000000000000e+00	  1.00000000000000000000e+00
  0.00000000000000000000e+00	  0.00000000000000000000e+00	  0.00000000000000000000e+00	  0.00000000000000000000e+00	  0.00000000000000000000e+00	  0.00000000000000000000e+00	  5.65281324681699892665e-01	  8.24898190061114533478e-01
  0.00000000000000000000e+00	  0.00000000000000000000e+00	  0.00000000000000000000e+00	  0.00000000000000000000e+00	  0.00000000000000000000e+00	  4.41355895157085009739e-01	  3.53196757974907848965e-01	  8.24898190061114533478e-01
  0.00000000000000000000e+00	  0.00000000000000000000e+00	  0.00000000000000000000e+00	  0.00000000000000000000e+00	  3.97886512060458941153e-01	  1.91000915469727722273e-01	  3.53196757974907848965e-01	  8.24898190061114533478e-01
  0.00000000000000000000e+00	  0.00000000000000000000e+00	  0.00000000000000000000e+00	  3.59243702796165575997e-01	  1.71048643610342637755e-01	  1.91000915469727722273e-01	  3.53196757974907848965e-01	  8.24898190061114533478e-01
  0.00000000000000000000e+00	  0.00000000000000000000e+00	  3.59243702796165575997e-01	  2.19973325371583619122e-17	  1.71048643610342637755e-01	  1.91000915469727722273e-01	  3.53196757974907848965e-01	  8.24898190061114533478e-01
  1.57526811483712503303e-01	  2.72844441044114482953e-01	  1.72618807358292769560e-01	  2.19973325371583619122e-17	  1.71048643610342637755e-01	  1.91000915469727722273e-01	  3.53196757974907848965e-01	  8.24898190061114533478e-01
 -3.15053622967424951096e-01	  3.85829410926834016380e-17	  1.72618807358292769560e-01	  2.19973325371583619122e-17	  1.71048643610342637755e-01	  1.91000915469727722273e-01	  3.53196757974907848965e-01	  8.24898190061114533478e-01
  1.57526811483712503303e-01	 -2.72844441044114482953e-01	  1.72618807358292769560e-01	  2.19973325371583619122e-17	  1.71048643610342637755e-01	  1.91000915469727722273e-01	  3.53196757974907848965e-01	  8.24898190061114533478e-01
  2.34959332952598021205e-01	  2.34959332952597993449e-01	 -1.36543991869434222508e-01	  2.19973325371583619122e-17	  1.71048643610342637755e-01	  1.91000915469727722273e-01	  3.53196757974907848965e-01	  8.24898190061114533478e-01
 -2.34959332952597993449e-01	  2.34959332952598021205e-01	 -1.36543991869434222508e-01	  2.19973325371583619122e-17	  1.71048643610342637755e-01	  1.91000915469727722273e-01	  3.53196757974907848965e-01	  8.24898190061114533478e-01
 -2.34959332952598076716e-01	 -2.34959332952597993449e-01	 -1.36543991869434222508e-01	  2.19973325371583619122e-17	  1.71048643610342637755e-01	  1.91000915469727722273e-01	  3.53196757974907848965e-01	  8.24898190061114533478e-01
  2.34959332952597965694e-01	 -2.34959332952598076716e-01	 -1.36543991869434222508e-01	  2.19973325371583619122e-17	  1.71048643610342637755e-01	  1.91000915469727722273e-01	  3.53196757974907848965e-01	  8.24898190061114533478e-01
  4.39946650743167238244e-17	  0.00000000000000000000e+00	 -3.59243702796165575997e-01	  2.19973325371583619122e-17	  1.71048643610342637755e-01	  1.91000915469727722273e-01	  3.53196757974907848965e-01	  8.24898190061114533478e-01
  0.00000000000000000000e+00	  0.00000000000000000000e+00	  4.39946650743167238244e-17	 -3.59243702796165575997e-01	  1.71048643610342637755e-01	  1.91000915469727722273e-01	  3.53196757974907848965e-01	  8.24898190061114533478e-01
